Age,ECC,ECC_413k_notched_out,OMEGA,OBL,Prec,EXI,ETP,EXI_WM
1083,0.05078,,107.82,23.906,0.048,405.59,,426.2
1084,0.05009,,91.24,23.802,0.05,409.2,,430.51
1085,0.04936,,74.61,23.684,0.048,415.66,,437.92
1086,0.0486,,57.93,23.554,0.041,424.29,,447.71
1087,0.04781,,41.2,23.416,0.031,434.24,,458.97
1088,0.047,,24.4,23.271,0.019,444.53,,470.65
1089,0.04615,,7.54,23.124,0.006,454.12,,481.64
1090,0.04528,,350.61,22.979,-0.007,462.03,,490.88
1091,0.04438,,333.61,22.839,-0.02,467.44,,497.46
1092,0.04345,,316.55,22.708,-0.03,469.8,,500.73
1093,0.0425,,299.42,22.591,-0.037,468.86,,500.43
1094,0.04152,,282.24,22.491,-0.041,464.75,,496.63
1095,0.04052,,265.01,22.411,-0.04,457.93,,489.81
1096,0.0395,,247.74,22.353,-0.037,449.13,,480.73
1097,0.03846,,230.45,22.32,-0.03,439.25,,470.34
1098,0.03739,,213.15,22.313,-0.02,429.28,,459.71
1099,0.0363,,195.85,22.332,-0.01,420.14,,449.81
1100,0.03519,,178.56,22.377,0.001,412.62,,441.53
1101,0.03406,,161.31,22.447,0.011,407.34,,435.52
1102,0.0329,,144.09,22.539,0.019,404.66,,432.19
1103,0.03173,,126.92,22.651,0.025,404.72,,431.67
1104,0.03054,,109.82,22.78,0.029,407.41,,433.88
1105,0.02933,,92.78,22.921,0.029,412.42,,438.47
1106,0.02811,,75.82,23.072,0.027,419.25,,444.93
1107,0.02686,,58.93,23.228,0.023,427.29,,452.63
1108,0.0256,,42.12,23.384,0.017,435.85,,460.84
1109,0.02432,,25.38,23.537,0.01,444.23,,468.84
1110,0.02303,,8.71,23.682,0.003,451.78,,475.99
1111,0.02172,,352.12,23.817,-0.003,458,,481.77
1112,0.02039,,335.58,23.938,-0.008,462.52,,485.82
1113,0.01905,,319.11,24.043,-0.012,465.18,,488.01
1114,0.0177,,302.7,24.13,-0.015,466,,488.38
1115,0.01634,,286.34,24.196,-0.016,465.2,,487.16
1116,0.01496,,270.03,24.241,-0.015,463.1,,484.7
1117,0.01357,,253.78,24.265,-0.013,460.13,,481.45
1118,0.01218,,237.61,24.267,-0.01,456.71,,477.86
1119,0.01077,,221.52,24.248,-0.007,453.27,,474.36
1120,0.00936,,205.58,24.209,-0.004,450.14,,471.31
1121,0.00794,,189.84,24.152,-0.001,447.56,,468.92
1122,0.00653,,174.49,24.078,0.001,445.64,,467.32
1123,0.00511,,159.84,23.989,0.002,444.36,,466.46
1124,0.0037,,146.77,23.889,0.002,443.59,,466.23
1125,0.00233,,138.16,23.778,0.002,443.13,,466.35
1126,0.00113,,149.49,23.661,0.001,442.7,,466.55
1127,0.00112,,212,23.54,-0.001,442.04,,466.52
1128,0.00232,,223.43,23.417,-0.002,440.9,,465.99
1129,0.00368,,214.6,23.297,-0.002,439.14,,464.8
1130,0.00508,,201.15,23.18,-0.002,436.72,,462.87
1131,0.00648,,186,23.071,-0.001,433.71,,460.29
1132,0.00788,,170.02,22.97,0.001,430.35,,457.26
1133,0.00927,,153.57,22.881,0.004,426.94,,454.13
1134,0.01065,,136.82,22.803,0.007,423.88,,451.27
1135,0.01202,,119.86,22.74,0.01,421.55,,449.14
1136,0.01337,,102.76,22.69,0.013,420.32,,448.1
1137,0.0147,,85.55,22.655,0.015,420.47,,448.44
1138,0.01602,,68.26,22.635,0.015,422.13,,450.32
1139,0.01731,,50.91,22.63,0.013,425.29,,453.73
1140,0.01858,,33.52,22.638,0.01,429.76,,458.45
1141,0.01983,,16.11,22.661,0.006,435.18,,464.11
1142,0.02104,,358.67,22.695,-0,441.05,,470.17
1143,0.02224,,341.23,22.741,-0.007,446.76,,476
1144,0.0234,,323.78,22.797,-0.014,451.68,,480.92
1145,0.02453,,306.34,22.862,-0.02,455.22,,484.33
1146,0.02562,,288.91,22.934,-0.024,456.92,,485.71
1147,0.02668,,271.49,23.012,-0.027,456.51,,484.82
1148,0.02771,,254.08,23.095,-0.027,453.95,,481.64
1149,0.02869,,236.7,23.181,-0.024,449.47,,476.39
1150,0.02964,,219.34,23.268,-0.019,443.51,,469.58
1151,0.03054,,202,23.356,-0.011,436.72,,461.91
1152,0.03141,,184.68,23.443,-0.003,429.84,,454.17
1153,0.03223,,167.38,23.527,0.007,423.65,,447.17
1154,0.033,,150.1,23.608,0.016,418.87,,441.71
1155,0.03373,,132.84,23.683,0.025,416.09,,438.39
1156,0.03442,,115.6,23.751,0.031,415.73,,437.65
1157,0.03506,,98.37,23.811,0.035,417.99,,439.71
1158,0.03564,,81.15,23.863,0.035,422.83,,444.55
1159,0.03618,,63.95,23.903,0.033,429.98,,451.83
1160,0.03668,,46.74,23.933,0.027,438.89,,461.04
1161,0.03712,,29.54,23.95,0.018,448.83,,471.38
1162,0.03751,,12.33,23.954,0.008,458.92,,481.95
1163,0.03785,,355.11,23.945,-0.003,468.18,,491.73
1164,0.03814,,337.88,23.922,-0.014,475.66,,499.73
1165,0.03838,,320.62,23.885,-0.024,480.55,,505.09
1166,0.03858,,303.34,23.835,-0.032,482.26,,507.19
1167,0.03872,,286.02,23.771,-0.037,480.51,,505.73
1168,0.03881,,268.66,23.696,-0.039,475.39,,500.78
1169,0.03885,,251.25,23.611,-0.037,467.32,,492.78
1170,0.03884,,233.79,23.517,-0.031,457.03,,482.48
1171,0.03879,,216.27,23.415,-0.023,445.48,,470.84
1172,0.03869,,198.69,23.31,-0.012,433.7,,458.97
1173,0.03854,,181.04,23.202,-0.001,422.73,,447.93
1174,0.03834,,163.32,23.096,0.011,413.5,,438.71
1175,0.03811,,145.54,22.993,0.022,406.76,,432.08
1176,0.03782,,127.68,22.898,0.03,403,,428.58
1177,0.0375,,109.76,22.812,0.035,402.45,,428.42
1178,0.03713,,91.78,22.74,0.037,405.07,,431.59
1179,0.03673,,73.74,22.683,0.035,410.51,,437.68
1180,0.03629,,55.64,22.643,0.03,418.2,,446.08
1181,0.03581,,37.51,22.623,0.022,427.34,,455.94
1182,0.03529,,19.34,22.624,0.012,436.99,,466.24
1183,0.03475,,1.14,22.645,0.001,446.17,,475.92
1184,0.03417,,342.92,22.687,-0.01,453.97,,483.99
1185,0.03356,,324.7,22.749,-0.019,459.63,,489.66
1186,0.03293,,306.47,22.829,-0.026,462.67,,492.44
1187,0.03227,,288.25,22.925,-0.031,462.93,,492.15
1188,0.03159,,270.04,23.035,-0.032,460.59,,489.03
1189,0.03089,,251.84,23.154,-0.029,456.11,,483.57
1190,0.03017,,233.64,23.28,-0.024,450.16,,476.55
1191,0.02944,,215.46,23.409,-0.017,443.56,,468.85
1192,0.02869,,197.28,23.537,-0.009,437.13,,461.34
1193,0.02793,,179.09,23.661,0,431.6,,454.86
1194,0.02717,,160.88,23.775,0.009,427.59,,450.01
1195,0.0264,,142.64,23.878,0.016,425.5,,447.26
1196,0.02563,,124.36,23.966,0.021,425.52,,446.81
1197,0.02486,,106.03,24.037,0.024,427.61,,448.64
1198,0.0241,,87.61,24.088,0.024,431.54,,452.48
1199,0.02335,,69.1,24.119,0.022,436.86,,457.9
1200,0.02262,,50.47,24.127,0.017,443,,464.29
1201,0.0219,,31.71,24.113,0.012,449.29,,470.96
1202,0.0212,,12.8,24.076,0.005,455.03,,477.18
1203,0.02053,,353.71,24.019,-0.002,459.57,,482.27
1204,0.01989,,334.43,23.941,-0.009,462.38,,485.66
1205,0.01929,,314.94,23.846,-0.014,463.1,,486.97
1206,0.01873,,295.24,23.735,-0.017,461.61,,486.04
1207,0.01822,,275.31,23.612,-0.018,458.03,,482.98
1208,0.01777,,255.16,23.48,-0.017,452.7,,478.12
1209,0.01737,,234.78,23.342,-0.014,446.15,,471.96
1210,0.01703,,214.2,23.203,-0.01,439.01,,465.18
1211,0.01676,,193.43,23.067,-0.004,432,,458.5
1212,0.01656,,172.5,22.937,0.002,425.77,,452.59
1213,0.01644,,151.44,22.817,0.008,420.9,,448.04
1214,0.01639,,130.3,22.712,0.012,417.81,,445.31
1215,0.01641,,109.13,22.623,0.016,416.73,,444.62
1216,0.01651,,87.96,22.554,0.016,417.68,,446
1217,0.01668,,66.85,22.507,0.015,420.48,,449.25
1218,0.01691,,45.83,22.482,0.012,424.76,,453.96
1219,0.01721,,24.94,22.48,0.007,430,,459.56
1220,0.01756,,4.22,22.501,0.001,435.55,,465.38
1221,0.01797,,343.68,22.544,-0.005,440.77,,470.71
1222,0.01843,,323.35,22.608,-0.011,445.03,,474.92
1223,0.01892,,303.23,22.689,-0.016,447.86,,477.46
1224,0.01946,,283.33,22.786,-0.019,448.94,,478.06
1225,0.02003,,263.65,22.895,-0.02,448.19,,476.64
1226,0.02062,,244.2,23.014,-0.019,445.78,,473.4
1227,0.02124,,224.96,23.139,-0.015,442.05,,468.75
1228,0.02188,,205.92,23.267,-0.01,437.55,,463.27
1229,0.02253,,187.08,23.395,-0.003,432.88,,457.64
1230,0.02319,,168.42,23.519,0.005,428.7,,452.56
1231,0.02386,,149.93,23.636,0.012,425.6,,448.65
1232,0.02453,,131.6,23.746,0.018,424.07,,446.46
1233,0.02521,,113.4,23.844,0.023,424.44,,446.32
1234,0.02588,,95.34,23.931,0.026,426.87,,448.42
1235,0.02655,,77.38,24.003,0.026,431.3,,452.68
1236,0.02721,,59.52,24.061,0.023,437.47,,458.85
1237,0.02787,,41.74,24.103,0.019,444.94,,466.44
1238,0.02851,,24.04,24.13,0.012,453.08,,474.83
1239,0.02915,,6.4,24.141,0.003,461.16,,483.24
1240,0.02976,,348.8,24.136,-0.006,468.39,,490.84
1241,0.03036,,331.24,24.116,-0.015,474.01,,496.84
1242,0.03095,,313.71,24.082,-0.022,477.36,,500.58
1243,0.03151,,296.2,24.033,-0.028,478,,501.52
1244,0.03205,,278.7,23.972,-0.032,475.73,,499.5
1245,0.03256,,261.2,23.9,-0.032,470.63,,494.57
1246,0.03306,,243.69,23.817,-0.03,463.1,,487.14
1247,0.03352,,226.17,23.726,-0.024,453.77,,477.84
1248,0.03396,,208.63,23.626,-0.016,443.43,,467.5
1249,0.03436,,191.07,23.521,-0.007,433,,457.07
1250,0.03474,,173.48,23.412,0.004,423.36,,447.48
1251,0.03508,,155.86,23.3,0.014,415.33,,439.58
1252,0.03539,,138.21,23.187,0.024,409.57,,434.06
1253,0.03566,,120.52,23.075,0.031,406.52,,431.4
1254,0.0359,,102.79,22.966,0.035,406.38,,431.81
1255,0.0361,,85.02,22.862,0.036,409.12,,435.26
1256,0.03626,,67.21,22.765,0.033,414.42,,441.4
1257,0.03638,,49.36,22.677,0.028,421.73,,449.67
1258,0.03646,,31.48,22.6,0.019,430.3,,459.23
1259,0.03649,,13.56,22.535,0.009,439.22,,469.11
1260,0.03649,,355.62,22.485,-0.003,447.53,,478.28
1261,0.03644,,337.65,22.451,-0.014,454.33,,485.74
1262,0.03634,,319.66,22.434,-0.024,458.85,,490.67
1263,0.03621,,301.66,22.435,-0.031,460.6,,492.54
1264,0.03602,,283.67,22.455,-0.035,459.42,,491.16
1265,0.03579,,265.67,22.494,-0.036,455.49,,486.73
1266,0.03552,,247.69,22.552,-0.033,449.33,,479.82
1267,0.03519,,229.73,22.629,-0.027,441.71,,471.24
1268,0.03482,,211.8,22.722,-0.018,433.51,,461.98
1269,0.03441,,193.91,22.831,-0.008,425.7,,453.07
1270,0.03394,,176.06,22.954,0.002,419.13,,445.43
1271,0.03344,,158.26,23.088,0.012,414.51,,439.82
1272,0.03288,,140.5,23.23,0.021,412.34,,436.78
1273,0.03228,,122.8,23.377,0.027,412.86,,436.56
1274,0.03163,,105.15,23.526,0.031,416.06,,439.17
1275,0.03094,,87.55,23.673,0.031,421.67,,444.32
1276,0.03021,,70,23.815,0.028,429.23,,451.51
1277,0.02943,,52.49,23.949,0.023,438.06,,460.08
1278,0.0286,,35,24.071,0.016,447.39,,469.21
1279,0.02774,,17.54,24.177,0.008,456.4,,478.04
1280,0.02684,,0.09,24.267,0,464.3,,485.8
1281,0.0259,,342.64,24.336,-0.008,470.41,,491.78
1282,0.02492,,325.17,24.384,-0.014,474.25,,495.53
1283,0.0239,,307.66,24.408,-0.019,475.6,,496.78
1284,0.02286,,290.1,24.408,-0.021,474.46,,495.6
1285,0.02177,,272.47,24.383,-0.022,471.11,,492.23
1286,0.02066,,254.73,24.334,-0.02,466,,487.18
1287,0.01952,,236.86,24.261,-0.016,459.74,,481.06
1288,0.01836,,218.83,24.166,-0.012,452.99,,474.54
1289,0.01717,,200.59,24.05,-0.006,446.38,,468.25
1290,0.01597,,182.09,23.915,-0.001,440.45,,462.76
1291,0.01475,,163.28,23.766,0.004,435.62,,458.51
1292,0.01353,,144.08,23.605,0.008,432.14,,455.71
1293,0.0123,,124.36,23.436,0.01,430.06,,454.43
1294,0.01108,,104,23.264,0.011,429.27,,454.52
1295,0.00989,,82.78,23.094,0.01,429.5,,455.7
1296,0.00874,,60.4,22.929,0.008,430.39,,457.53
1297,0.00765,,36.46,22.774,0.005,431.49,,459.54
1298,0.00668,,10.42,22.635,0.001,432.37,,461.25
1299,0.0059,,341.72,22.514,-0.002,432.69,,462.25
1300,0.00538,,310.18,22.416,-0.004,432.19,,462.26
1301,0.00523,,276.74,22.342,-0.005,430.83,,461.2
1302,0.00548,,243.5,22.296,-0.005,428.71,,459.2
1303,0.00607,,212.41,22.278,-0.003,426.13,,456.53
1304,0.00693,,184.14,22.288,-0,423.47,,453.63
1305,0.00797,,158.39,22.326,0.003,421.22,,451.02
1306,0.00912,,134.62,22.389,0.006,419.85,,449.2
1307,0.01034,,112.29,22.476,0.01,419.75,,448.63
1308,0.01161,,91.03,22.584,0.012,421.19,,449.59
1309,0.01291,,70.59,22.709,0.012,424.27,,452.21
1310,0.01423,,50.77,22.847,0.011,428.92,,456.42
1311,0.01556,,31.44,22.993,0.008,434.85,,461.92
1312,0.01689,,12.52,23.144,0.004,441.61,,468.26
1313,0.01822,,353.92,23.295,-0.002,448.62,,474.84
1314,0.01954,,335.61,23.443,-0.008,455.21,,480.98
1315,0.02085,,317.53,23.582,-0.014,460.73,,485.99
1316,0.02215,,299.64,23.711,-0.019,464.57,,489.31
1317,0.02343,,281.93,23.826,-0.023,466.31,,490.46
1318,0.0247,,264.37,23.925,-0.025,465.7,,489.24
1319,0.02595,,246.92,24.007,-0.024,462.77,,485.7
1320,0.02718,,229.58,24.069,-0.021,457.77,,480.09
1321,0.02838,,212.32,24.111,-0.015,451.19,,472.95
1322,0.02956,,195.13,24.133,-0.008,443.7,,464.98
1323,0.03072,,177.98,24.136,0.001,436.04,,456.95
1324,0.03186,,160.88,24.12,0.01,429.01,,449.67
1325,0.03297,,143.8,24.085,0.019,423.33,,443.88
1326,0.03405,,126.73,24.035,0.027,419.59,,440.23
1327,0.03511,,109.67,23.97,0.033,418.23,,439.14
1328,0.03614,,92.61,23.892,0.036,419.48,,440.85
1329,0.03713,,75.53,23.805,0.036,423.31,,445.35
1330,0.0381,,58.44,23.709,0.032,429.47,,452.34
1331,0.03904,,41.32,23.608,0.026,437.46,,461.31
1332,0.03995,,24.19,23.505,0.016,446.56,,471.48
1333,0.04083,,7.02,23.401,0.005,455.88,,481.92
1334,0.04168,,349.83,23.299,-0.007,464.43,,491.55
1335,0.0425,,332.61,23.201,-0.02,471.24,,499.34
1336,0.04329,,315.37,23.11,-0.03,475.45,,504.35
1337,0.04404,,298.11,23.026,-0.039,476.43,,505.88
1338,0.04477,,280.82,22.952,-0.044,473.87,,503.61
1339,0.04546,,263.52,22.889,-0.045,467.86,,497.6
1340,0.04612,,246.21,22.837,-0.042,458.86,,488.32
1341,0.04675,,228.9,22.798,-0.035,447.63,,476.61
1342,0.04735,,211.58,22.771,-0.025,435.22,,463.53
1343,0.04792,,194.27,22.757,-0.012,422.75,,450.33
1344,0.04845,,176.96,22.756,0.003,411.35,,438.2
1345,0.04895,,159.67,22.766,0.017,402.06,,428.24
1346,0.04942,,142.4,22.789,0.03,395.69,,421.34
1347,0.04985,,125.14,22.823,0.041,392.84,,418.14
1348,0.05025,,107.91,22.867,0.048,393.81,,418.95
1349,0.05062,,90.71,22.92,0.051,398.6,,423.78
1350,0.05095,,73.54,22.982,0.049,406.95,,432.35
1351,0.05125,,56.41,23.05,0.043,418.26,,444
1352,0.05152,,39.3,23.124,0.033,431.7,,457.86
1353,0.05174,,22.24,23.202,0.02,446.18,,472.78
1354,0.05194,,5.21,23.284,0.005,460.5,,487.49
1355,0.05209,,348.21,23.366,-0.011,473.39,,500.64
1356,0.05222,,331.26,23.449,-0.025,483.69,,511.04
1357,0.0523,,314.34,23.529,-0.037,490.46,,517.69
1358,0.05234,,297.46,23.607,-0.046,493.1,,519.99
1359,0.05235,,280.6,23.679,-0.051,491.41,,517.76
1360,0.05232,,263.78,23.745,-0.052,485.65,,511.29
1361,0.05225,,246.99,23.802,-0.048,476.45,,501.27
1362,0.05214,,230.22,23.851,-0.04,464.78,,488.71
1363,0.05199,,213.47,23.888,-0.029,451.77,,474.82
1364,0.0518,,196.73,23.913,-0.015,438.64,,460.88
1365,0.05157,,180,23.925,0,426.52,,448.08
1366,0.0513,,163.28,23.923,0.015,416.41,,437.47
1367,0.05098,,146.56,23.907,0.028,409.08,,429.85
1368,0.05062,,129.82,23.877,0.039,405.03,,425.75
1369,0.05022,,113.07,23.831,0.046,404.48,,425.4
1370,0.04977,,96.3,23.772,0.049,407.39,,428.77
1371,0.04928,,79.51,23.699,0.048,413.41,,435.48
1372,0.04875,,62.67,23.615,0.043,421.97,,444.94
1373,0.04817,,45.8,23.519,0.035,432.23,,456.28
1374,0.04754,,28.89,23.416,0.023,443.22,,468.45
1375,0.04688,,11.92,23.306,0.01,453.85,,480.31
1376,0.04616,,354.9,23.193,-0.004,463.04,,490.7
1377,0.0454,,337.83,23.079,-0.017,469.84,,498.58
1378,0.0446,,320.7,22.968,-0.028,473.55,,503.19
1379,0.04375,,303.52,22.863,-0.036,473.78,,504.07
1380,0.04285,,286.3,22.767,-0.041,470.54,,501.18
1381,0.04191,,269.02,22.683,-0.042,464.18,,494.9
1382,0.04093,,251.72,22.615,-0.039,455.43,,485.96
1383,0.0399,,234.38,22.564,-0.032,445.2,,475.32
1384,0.03884,,217.04,22.534,-0.023,434.53,,464.11
1385,0.03773,,199.69,22.526,-0.013,424.45,,453.39
1386,0.03658,,182.35,22.539,-0.002,415.86,,444.13
1387,0.03538,,165.04,22.576,0.009,409.47,,437.12
1388,0.03415,,147.77,22.635,0.018,405.73,,432.83
1389,0.03289,,130.57,22.715,0.025,404.85,,431.48
1390,0.03158,,113.44,22.814,0.029,406.77,,433.02
1391,0.03024,,96.39,22.929,0.03,411.18,,437.11
1392,0.02887,,79.46,23.058,0.028,417.59,,443.24
1393,0.02746,,62.64,23.197,0.024,425.36,,450.75
1394,0.02603,,45.96,23.341,0.019,433.77,,458.86
1395,0.02457,,29.43,23.488,0.012,442.09,,466.85
1396,0.02308,,13.07,23.633,0.005,449.67,,474.04
1397,0.02158,,356.9,23.771,-0.001,455.98,,479.91
1398,0.02005,,340.93,23.9,-0.007,460.68,,484.12
1399,0.01851,,325.22,24.016,-0.011,463.64,,486.56
1400,0.01695,,309.8,24.115,-0.013,464.89,,487.29
1401,0.0154,,294.75,24.196,-0.014,464.67,,486.61
1402,0.01384,,280.16,24.255,-0.014,463.32,,484.84
1403,0.0123,,266.19,24.292,-0.012,461.21,,482.43
1404,0.01078,,253.07,24.305,-0.01,458.75,,479.78
1405,0.00931,,241.18,24.294,-0.008,456.27,,477.24
1406,0.00793,,231.09,24.259,-0.006,454.01,,475.07
1407,0.0067,,223.67,24.201,-0.005,452.08,,473.38
1408,0.00572,,219.95,24.122,-0.004,450.49,,472.16
1409,0.00515,,220.28,24.022,-0.003,449.12,,471.28
1410,0.00513,,222.65,23.905,-0.003,447.77,,470.52
1411,0.00566,,223.14,23.773,-0.004,446.2,,469.61
1412,0.00661,,219.54,23.629,-0.004,444.17,,468.27
1413,0.00782,,212.06,23.478,-0.004,441.51,,466.3
1414,0.00919,,201.75,23.322,-0.003,438.12,,463.57
1415,0.01064,,189.49,23.167,-0.002,434.05,,460.12
1416,0.01215,,175.9,23.016,0.001,429.48,,456.1
1417,0.01369,,161.37,22.873,0.004,424.74,,451.82
1418,0.01523,,146.16,22.741,0.008,420.23,,447.73
1419,0.01678,,130.44,22.625,0.013,416.43,,444.3
1420,0.01832,,114.35,22.527,0.017,413.81,,442.02
1421,0.01986,,97.96,22.45,0.02,412.77,,441.31
1422,0.02137,,81.34,22.395,0.021,413.59,,442.48
1423,0.02287,,64.55,22.363,0.021,416.39,,445.64
1424,0.02434,,47.63,22.355,0.018,421.08,,450.71
1425,0.02579,,30.62,22.371,0.013,427.38,,457.37
1426,0.02721,,13.54,22.409,0.006,434.8,,465.09
1427,0.0286,,356.43,22.468,-0.002,442.67,,473.17
1428,0.02996,,339.3,22.546,-0.011,450.23,,480.8
1429,0.03128,,322.16,22.641,-0.019,456.68,,487.15
1430,0.03257,,305.04,22.749,-0.027,461.32,,491.46
1431,0.03382,,287.94,22.868,-0.032,463.59,,493.17
1432,0.03504,,270.88,22.995,-0.035,463.17,,492
1433,0.03621,,253.85,23.126,-0.035,460.06,,487.94
1434,0.03735,,236.86,23.258,-0.031,454.56,,481.34
1435,0.03844,,219.91,23.389,-0.025,447.22,,472.83
1436,0.03949,,203.01,23.515,-0.015,438.82,,463.25
1437,0.0405,,186.15,23.635,-0.004,430.25,,453.56
1438,0.04146,,169.32,23.746,0.008,422.42,,444.72
1439,0.04239,,152.53,23.847,0.02,416.18,,437.62
1440,0.04326,,135.77,23.936,0.03,412.23,,433.02
1441,0.0441,,119.03,24.012,0.039,411.08,,431.42
1442,0.04488,,102.32,24.073,0.044,413.02,,433.14
1443,0.04563,,85.62,24.12,0.045,418.07,,438.19
1444,0.04632,,68.93,24.152,0.043,425.97,,446.31
1445,0.04698,,52.25,24.169,0.037,436.23,,456.97
1446,0.04758,,35.57,24.171,0.028,448.08,,469.37
1447,0.04815,,18.89,24.157,0.016,460.56,,482.51
1448,0.04867,,2.19,24.13,0.002,472.56,,495.25
1449,0.04914,,345.49,24.089,-0.012,482.95,,506.38
1450,0.04958,,328.76,24.035,-0.026,490.67,,514.81
1451,0.04996,,312.01,23.968,-0.037,494.85,,519.59
1452,0.05031,,295.24,23.891,-0.046,494.97,,520.2
1453,0.05062,,278.43,23.804,-0.05,490.86,,516.43
1454,0.05088,,261.59,23.709,-0.05,482.81,,508.53
1455,0.0511,,244.71,23.606,-0.046,471.47,,497.19
1456,0.05128,,227.79,23.498,-0.038,457.82,,483.4
1457,0.05142,,210.83,23.386,-0.026,443.02,,468.4
1458,0.05152,,193.82,23.273,-0.012,428.33,,453.49
1459,0.05158,,176.77,23.159,0.003,414.94,,439.91
1460,0.05161,,159.66,23.048,0.018,403.89,,428.76
1461,0.0516,,142.51,22.941,0.031,396,,420.91
1462,0.05155,,125.31,22.84,0.042,391.79,,416.93
1463,0.05146,,108.07,22.748,0.049,391.52,,417.11
1464,0.05134,,90.78,22.666,0.051,395.14,,421.38
1465,0.05118,,73.46,22.598,0.049,402.3,,429.36
1466,0.05099,,56.1,22.543,0.042,412.34,,440.36
1467,0.05077,,38.72,22.505,0.032,424.36,,453.41
1468,0.05051,,21.32,22.484,0.018,437.27,,467.32
1469,0.05022,,3.9,22.481,0.003,449.85,,480.78
1470,0.0499,,346.48,22.497,-0.012,460.9,,492.5
1471,0.04954,,329.07,22.531,-0.025,469.35,,501.32
1472,0.04915,,311.67,22.584,-0.037,474.42,,506.41
1473,0.04873,,294.29,22.655,-0.044,475.69,,507.34
1474,0.04828,,276.93,22.741,-0.048,473.17,,504.13
1475,0.0478,,259.61,22.842,-0.047,467.29,,497.27
1476,0.04729,,242.34,22.955,-0.042,458.79,,487.58
1477,0.04674,,225.1,23.077,-0.033,448.7,,476.15
1478,0.04617,,207.92,23.206,-0.022,438.1,,464.2
1479,0.04557,,190.78,23.338,-0.009,428.1,,452.88
1480,0.04494,,173.7,23.47,0.005,419.64,,443.24
1481,0.04427,,156.65,23.6,0.018,413.51,,436.1
1482,0.04358,,139.66,23.723,0.028,410.21,,431.98
1483,0.04286,,122.7,23.837,0.036,410,,431.18
1484,0.04211,,105.77,23.938,0.041,412.88,,433.68
1485,0.04134,,88.87,24.026,0.041,418.58,,439.22
1486,0.04053,,71.98,24.096,0.039,426.61,,447.27
1487,0.0397,,55.1,24.148,0.033,436.26,,457.1
1488,0.03884,,38.21,24.18,0.024,446.7,,467.86
1489,0.03795,,21.31,24.192,0.014,456.98,,478.57
1490,0.03703,,4.39,24.182,0.003,466.17,,488.24
1491,0.03609,,347.42,24.151,-0.008,473.43,,496.03
1492,0.03512,,330.42,24.101,-0.017,478.1,,501.23
1493,0.03413,,313.35,24.031,-0.025,479.78,,503.4
1494,0.03311,,296.21,23.944,-0.03,478.34,,502.41
1495,0.03207,,278.99,23.841,-0.032,473.99,,498.44
1496,0.03101,,261.68,23.727,-0.031,467.21,,491.99
1497,0.02992,,244.27,23.602,-0.027,458.68,,483.72
1498,0.02881,,226.75,23.472,-0.021,449.23,,474.49
1499,0.02768,,209.11,23.339,-0.013,439.71,,465.17
1500,0.02653,,191.35,23.206,-0.005,430.92,,456.59
1501,0.02537,,173.45,23.079,0.003,423.55,,449.45
1502,0.02418,,155.41,22.961,0.01,418.09,,444.29
1503,0.02299,,137.23,22.854,0.016,414.82,,441.37
1504,0.02178,,118.89,22.762,0.019,413.81,,440.78
1505,0.02056,,100.4,22.688,0.02,414.89,,442.33
1506,0.01932,,81.73,22.633,0.019,417.73,,445.65
1507,0.01809,,62.88,22.599,0.016,421.83,,450.19
1508,0.01685,,43.82,22.587,0.012,426.59,,455.34
1509,0.01561,,24.52,22.597,0.006,431.42,,460.44
1510,0.01438,,4.92,22.627,0.001,435.75,,464.89
1511,0.01316,,344.97,22.677,-0.003,439.16,,468.25
1512,0.01196,,324.57,22.745,-0.007,441.38,,470.24
1513,0.01079,,303.58,22.827,-0.009,442.33,,470.79
1514,0.00966,,281.81,22.922,-0.009,442.15,,470.07
1515,0.0086,,259,23.025,-0.008,441.12,,468.4
1516,0.00762,,234.83,23.134,-0.006,439.64,,466.22
1517,0.00679,,208.92,23.246,-0.003,438.14,,464.03
1518,0.00614,,181.01,23.356,-0,437.05,,462.27
1519,0.00574,,151.24,23.462,0.003,436.71,,461.32
1520,0.00564,,120.46,23.56,0.005,437.33,,461.43
1521,0.00585,,90.06,23.65,0.006,438.98,,462.68
1522,0.00633,,61.24,23.727,0.006,441.56,,464.97
1523,0.00702,,34.49,23.791,0.004,444.82,,468.05
1524,0.00786,,9.7,23.841,0.001,448.4,,471.54
1525,0.0088,,346.52,23.875,-0.002,451.85,,474.97
1526,0.0098,,324.6,23.894,-0.006,454.68,,477.85
1527,0.01083,,303.61,23.897,-0.009,456.45,,479.69
1528,0.01189,,283.32,23.884,-0.012,456.83,,480.16
1529,0.01295,,263.55,23.858,-0.013,455.62,,479.04
1530,0.01401,,244.19,23.818,-0.013,452.83,,476.33
1531,0.01507,,225.12,23.767,-0.011,448.65,,472.23
1532,0.01611,,206.27,23.705,-0.007,443.45,,467.08
1533,0.01713,,187.6,23.636,-0.002,437.74,,461.45
1534,0.01814,,169.06,23.561,0.003,432.11,,455.93
1535,0.01911,,150.61,23.481,0.009,427.16,,451.13
1536,0.02007,,132.24,23.4,0.015,423.45,,447.64
1537,0.02099,,113.92,23.319,0.019,421.39,,445.89
1538,0.02188,,95.63,23.24,0.022,421.26,,446.17
1539,0.02274,,77.38,23.165,0.022,423.11,,448.53
1540,0.02357,,59.15,23.096,0.02,426.81,,452.82
1541,0.02436,,40.93,23.034,0.016,432,,458.67
