Age,ECC,ECC_413k_notched_out,OMEGA,OBL,Prec,EXI,ETP,EXI_WM
3701,0.03524,,75.87,23.934,0.034,425.85,,447.33
3702,0.03606,,58.81,24.007,0.031,433.76,,455.25
3703,0.03686,,41.79,24.065,0.025,443.3,,464.94
3704,0.03764,,24.8,24.108,0.016,453.75,,475.65
3705,0.03839,,7.83,24.135,0.005,464.24,,486.49
3706,0.03911,,350.87,24.146,-0.006,473.81,,496.47
3707,0.03981,,333.93,24.14,-0.017,481.54,,504.59
3708,0.04047,,316.99,24.118,-0.028,486.59,,510.01
3709,0.04111,,300.04,24.08,-0.036,488.35,,512.1
3710,0.04171,,283.07,24.027,-0.041,486.51,,510.5
3711,0.04227,,266.09,23.96,-0.042,481.12,,505.24
3712,0.0428,,249.09,23.88,-0.04,472.57,,496.73
3713,0.0433,,232.06,23.789,-0.034,461.56,,485.68
3714,0.04375,,214.99,23.689,-0.025,449.04,,473.07
3715,0.04416,,197.88,23.581,-0.014,436.07,,459.99
3716,0.04453,,180.74,23.469,-0.001,423.77,,447.62
3717,0.04486,,163.54,23.353,0.013,413.14,,436.98
3718,0.04515,,146.31,23.238,0.025,405.02,,428.98
3719,0.04539,,129.03,23.125,0.035,400.04,,424.28
3720,0.04558,,111.71,23.017,0.042,398.55,,423.25
3721,0.04574,,94.35,22.916,0.046,400.61,,425.94
3722,0.04584,,76.96,22.825,0.045,406.02,,432.15
3723,0.04589,,59.53,22.745,0.04,414.24,,441.33
3724,0.0459,,42.08,22.68,0.031,424.53,,452.64
3725,0.04586,,24.62,22.63,0.019,435.88,,465.02
3726,0.04577,,7.15,22.596,0.006,447.21,,477.29
3727,0.04563,,349.68,22.58,-0.008,457.36,,488.22
3728,0.04544,,332.22,22.581,-0.021,465.32,,496.71
3729,0.0452,,314.78,22.6,-0.032,470.28,,501.9
3730,0.04492,,297.38,22.635,-0.04,471.8,,503.31
3731,0.04458,,280.01,22.687,-0.044,469.81,,500.88
3732,0.0442,,262.7,22.753,-0.044,464.62,,494.96
3733,0.04377,,245.44,22.831,-0.04,456.9,,486.29
3734,0.04329,,228.24,22.92,-0.032,447.56,,475.83
3735,0.04277,,211.11,23.017,-0.022,437.61,,464.71
3736,0.0422,,194.06,23.12,-0.01,428.06,,454.03
3737,0.04158,,177.08,23.226,0.002,419.84,,444.75
3738,0.04093,,160.18,23.333,0.014,413.68,,437.66
3739,0.04023,,143.37,23.437,0.024,410.06,,433.29
3740,0.03949,,126.64,23.537,0.032,409.25,,431.93
3741,0.03871,,109.98,23.63,0.036,411.26,,433.57
3742,0.03789,,93.41,23.714,0.038,415.86,,437.98
3743,0.03704,,76.92,23.787,0.036,422.61,,444.7
3744,0.03615,,60.5,23.849,0.031,430.92,,453.12
3745,0.03523,,44.16,23.896,0.025,440.06,,462.46
3746,0.03428,,27.89,23.93,0.016,449.24,,471.94
3747,0.0333,,11.7,23.948,0.007,457.72,,480.73
3748,0.03229,,355.59,23.952,-0.002,464.8,,488.14
3749,0.03126,,339.54,23.941,-0.011,469.95,,493.62
3750,0.03022,,323.57,23.915,-0.018,472.83,,496.8
3751,0.02915,,307.69,23.876,-0.023,473.33,,497.55
3752,0.02807,,291.89,23.825,-0.026,471.56,,495.99
3753,0.02698,,276.18,23.762,-0.027,467.8,,492.4
3754,0.02588,,260.57,23.691,-0.026,462.51,,487.25
3755,0.02478,,245.08,23.612,-0.022,456.2,,481.06
3756,0.02367,,229.72,23.528,-0.018,449.44,,474.4
3757,0.02258,,214.51,23.44,-0.013,442.73,,467.81
3758,0.0215,,199.47,23.351,-0.007,436.53,,461.73
3759,0.02043,,184.64,23.264,-0.002,431.17,,456.54
3760,0.01939,,170.05,23.18,0.003,426.86,,452.44
3761,0.01838,,155.73,23.101,0.008,423.72,,449.52
3762,0.01742,,141.72,23.029,0.011,421.72,,447.77
3763,0.01651,,128.07,22.967,0.013,420.78,,447.11
3764,0.01567,,114.82,22.915,0.014,420.75,,447.35
3765,0.0149,,102,22.875,0.015,421.45,,448.32
3766,0.01424,,89.62,22.848,0.014,422.71,,449.81
3767,0.01368,,77.68,22.833,0.013,424.38,,451.65
3768,0.01324,,66.15,22.832,0.012,426.32,,453.74
3769,0.01295,,54.96,22.843,0.011,428.49,,455.97
3770,0.0128,,43.98,22.868,0.009,430.84,,458.34
3771,0.0128,,33.08,22.904,0.007,433.38,,460.85
3772,0.01295,,22.13,22.95,0.005,436.11,,463.5
3773,0.01324,,10.98,23.006,0.003,439.05,,466.32
3774,0.01366,,359.53,23.069,-0,442.18,,469.28
3775,0.01421,,347.73,23.138,-0.003,445.41,,472.32
3776,0.01485,,335.52,23.212,-0.006,448.62,,475.32
3777,0.01558,,322.92,23.288,-0.009,451.65,,478.1
3778,0.01638,,309.94,23.364,-0.013,454.28,,480.44
3779,0.01724,,296.61,23.439,-0.015,456.27,,482.12
3780,0.01815,,282.96,23.51,-0.018,457.38,,482.88
3781,0.0191,,269.02,23.577,-0.019,457.43,,482.55
3782,0.02008,,254.84,23.637,-0.019,456.27,,480.98
3783,0.02109,,240.44,23.689,-0.018,453.88,,478.16
3784,0.02211,,225.85,23.732,-0.016,450.32,,474.17
3785,0.02315,,211.09,23.765,-0.012,445.79,,469.22
3786,0.02419,,196.17,23.787,-0.007,440.59,,463.63
3787,0.02525,,181.12,23.798,-0,435.11,,457.8
3788,0.0263,,165.95,23.796,0.006,429.78,,452.2
3789,0.02736,,150.66,23.783,0.013,425.08,,447.33
3790,0.02842,,135.26,23.758,0.02,421.46,,443.64
3791,0.02948,,119.77,23.722,0.026,419.28,,441.54
3792,0.03053,,104.18,23.675,0.03,418.85,,441.33
3793,0.03158,,88.49,23.619,0.032,420.33,,443.19
3794,0.03262,,72.72,23.553,0.031,423.73,,447.12
3795,0.03365,,56.85,23.481,0.028,428.91,,452.97
3796,0.03468,,40.9,23.403,0.023,435.54,,460.4
3797,0.0357,,24.86,23.322,0.015,443.14,,468.89
3798,0.0367,,8.74,23.239,0.006,451.07,,477.76
3799,0.0377,,352.54,23.155,-0.005,458.63,,486.24
3800,0.03868,,336.26,23.075,-0.016,465.03,,493.51
3801,0.03965,,319.91,22.999,-0.026,469.56,,498.77
3802,0.04061,,303.48,22.929,-0.034,471.62,,501.36
3803,0.04155,,286.99,22.868,-0.04,470.8,,500.85
3804,0.04248,,270.44,22.818,-0.042,466.99,,497.1
3805,0.04339,,253.84,22.78,-0.042,460.35,,490.26
3806,0.04428,,237.19,22.755,-0.037,451.36,,480.82
3807,0.04515,,220.5,22.745,-0.029,440.74,,469.56
3808,0.046,,203.79,22.75,-0.019,429.4,,457.45
3809,0.04684,,187.05,22.771,-0.006,418.32,,445.55
3810,0.04765,,170.3,22.806,0.008,408.51,,434.9
3811,0.04843,,153.55,22.856,0.022,400.83,,426.48
3812,0.0492,,136.8,22.92,0.034,396.03,,421.05
3813,0.04993,,120.06,22.995,0.043,394.61,,419.17
3814,0.05064,,103.34,23.081,0.049,396.85,,421.11
3815,0.05132,,86.64,23.175,0.051,402.74,,426.89
3816,0.05197,,69.97,23.275,0.049,412.02,,436.2
3817,0.05258,,53.33,23.379,0.042,424.13,,448.49
3818,0.05317,,36.72,23.483,0.032,438.26,,462.85
3819,0.05372,,20.15,23.585,0.018,453.37,,478.22
3820,0.05423,,3.6,23.682,0.003,468.26,,493.36
3821,0.05471,,347.08,23.772,-0.012,481.67,,506.94
3822,0.05514,,330.59,23.854,-0.027,492.42,,517.75
3823,0.05554,,314.11,23.923,-0.04,499.51,,524.77
3824,0.0559,,297.66,23.98,-0.05,502.26,,527.31
3825,0.05621,,281.21,24.021,-0.055,500.39,,525.09
3826,0.05648,,264.77,24.047,-0.056,494.09,,518.32
3827,0.05671,,248.33,24.056,-0.053,483.93,,507.61
3828,0.05688,,231.88,24.048,-0.045,470.86,,493.95
3829,0.05702,,215.41,24.022,-0.033,456.07,,478.57
3830,0.0571,,198.92,23.981,-0.019,440.83,,462.81
3831,0.05713,,182.41,23.923,-0.002,426.41,,447.99
3832,0.05712,,165.86,23.85,0.014,413.94,,435.26
3833,0.05705,,149.27,23.764,0.029,404.36,,425.61
3834,0.05693,,132.63,23.667,0.042,398.31,,419.73
3835,0.05676,,115.95,23.562,0.051,396.17,,418
3836,0.05654,,99.21,23.449,0.056,398,,420.5
3837,0.05627,,82.43,23.333,0.056,403.58,,426.97
3838,0.05594,,65.58,23.216,0.051,412.37,,436.89
3839,0.05556,,48.69,23.101,0.042,423.56,,449.36
3840,0.05513,,31.74,22.99,0.029,436.13,,463.3
3841,0.05465,,14.75,22.888,0.014,448.86,,477.4
3842,0.05411,,357.72,22.795,-0.002,460.5,,490.31
3843,0.05353,,340.65,22.715,-0.018,469.87,,500.77
3844,0.05289,,323.56,22.65,-0.031,476.02,,507.72
3845,0.0522,,306.45,22.601,-0.042,478.34,,510.49
3846,0.05146,,289.34,22.569,-0.049,476.64,,508.87
3847,0.05068,,272.23,22.556,-0.051,471.19,,503.14
3848,0.04984,,255.14,22.56,-0.048,462.63,,493.97
3849,0.04896,,238.07,22.583,-0.042,451.94,,482.42
3850,0.04804,,221.05,22.622,-0.032,440.23,,469.71
3851,0.04707,,204.07,22.677,-0.019,428.66,,457.06
3852,0.04606,,187.16,22.747,-0.006,418.3,,445.65
3853,0.04501,,170.31,22.828,0.008,410,,436.38
3854,0.04393,,153.54,22.92,0.02,404.4,,429.94
3855,0.0428,,136.86,23.019,0.029,401.85,,426.73
3856,0.04165,,120.27,23.124,0.036,402.43,,426.82
3857,0.04046,,103.78,23.231,0.039,405.98,,430.04
3858,0.03925,,87.4,23.339,0.039,412.11,,435.96
3859,0.03801,,71.12,23.445,0.036,420.23,,444
3860,0.03674,,54.96,23.546,0.03,429.65,,453.4
3861,0.03546,,38.92,23.641,0.022,439.57,,463.34
3862,0.03416,,23,23.729,0.013,449.21,,473.02
3863,0.03285,,7.22,23.806,0.004,457.85,,481.68
3864,0.03153,,351.57,23.873,-0.005,464.92,,488.72
3865,0.03021,,336.07,23.929,-0.012,470.01,,493.75
3866,0.02889,,320.74,23.971,-0.018,472.91,,496.54
3867,0.02757,,305.57,24.001,-0.022,473.64,,497.13
3868,0.02627,,290.6,24.018,-0.025,472.39,,495.74
3869,0.02498,,275.83,24.021,-0.025,469.51,,492.68
3870,0.02372,,261.3,24.012,-0.023,465.4,,488.43
3871,0.02249,,247.02,23.99,-0.021,460.52,,483.44
3872,0.0213,,233.02,23.956,-0.017,455.3,,478.15
3873,0.02017,,219.34,23.911,-0.013,450.11,,472.95
3874,0.01911,,206,23.855,-0.008,445.23,,468.13
3875,0.01812,,193.03,23.791,-0.004,440.85,,463.88
3876,0.01722,,180.46,23.718,-0,437.06,,460.29
3877,0.01644,,168.29,23.639,0.003,433.89,,457.37
3878,0.01577,,156.5,23.555,0.006,431.28,,455.08
3879,0.01524,,145.05,23.467,0.009,429.17,,453.33
3880,0.01487,,133.87,23.377,0.011,427.49,,452.03
3881,0.01465,,122.84,23.286,0.012,426.18,,451.13
3882,0.01459,,111.85,23.197,0.014,425.22,,450.6
3883,0.01469,,100.74,23.11,0.014,424.63,,450.44
3884,0.01495,,89.4,23.027,0.015,424.47,,450.71
3885,0.01534,,77.72,22.951,0.015,424.83,,451.5
3886,0.01585,,65.64,22.881,0.014,425.79,,452.89
3887,0.01646,,53.13,22.821,0.013,427.43,,454.97
3888,0.01717,,40.18,22.77,0.011,429.76,,457.73
3889,0.01794,,26.81,22.731,0.008,432.77,,461.15
3890,0.01877,,13.05,22.704,0.004,436.32,,465.08
3891,0.01964,,358.93,22.689,-0,440.22,,469.32
3892,0.02054,,344.5,22.688,-0.005,444.18,,473.55
3893,0.02147,,329.8,22.7,-0.011,447.86,,477.41
3894,0.02241,,314.87,22.725,-0.016,450.91,,480.5
3895,0.02336,,299.74,22.763,-0.02,452.96,,482.47
3896,0.02431,,284.44,22.814,-0.024,453.73,,483
3897,0.02526,,269,22.875,-0.025,453.02,,481.9
3898,0.0262,,253.45,22.947,-0.025,450.8,,479.13
3899,0.02714,,237.81,23.027,-0.023,447.16,,474.81
3900,0.02805,,222.1,23.113,-0.019,442.36,,469.22
3901,0.02896,,206.33,23.204,-0.013,436.8,,462.82
3902,0.02985,,190.52,23.298,-0.005,430.97,,456.13
3903,0.03072,,174.68,23.393,0.003,425.42,,449.76
3904,0.03157,,158.81,23.486,0.011,420.7,,444.28
3905,0.0324,,142.92,23.575,0.02,417.32,,440.25
3906,0.0332,,127.02,23.658,0.027,415.69,,438.11
3907,0.03399,,111.11,23.733,0.032,416.11,,438.15
3908,0.03475,,95.18,23.798,0.035,418.71,,440.55
3909,0.03549,,79.24,23.852,0.035,423.46,,445.26
3910,0.03621,,63.28,23.894,0.032,430.15,,452.07
3911,0.0369,,47.31,23.922,0.027,438.39,,460.58
3912,0.03757,,31.32,23.935,0.02,447.62,,470.2
3913,0.03821,,15.3,23.934,0.01,457.16,,480.23
3914,0.03883,,359.25,23.918,-0.001,466.23,,489.85
3915,0.03942,,343.16,23.887,-0.011,474.03,,498.22
3916,0.03998,,327.04,23.843,-0.022,479.8,,504.54
3917,0.04053,,310.86,23.786,-0.031,482.92,,508.18
3918,0.04104,,294.64,23.718,-0.037,482.99,,508.66
3919,0.04153,,278.36,23.64,-0.041,479.84,,505.81
3920,0.04199,,262.02,23.555,-0.042,473.63,,499.76
3921,0.04243,,245.61,23.465,-0.039,464.77,,490.95
3922,0.04284,,229.14,23.372,-0.032,453.95,,480.04
3923,0.04322,,212.61,23.279,-0.023,442.02,,467.95
3924,0.04357,,196.01,23.188,-0.012,429.94,,455.65
3925,0.0439,,179.35,23.103,0,418.68,,444.17
3926,0.0442,,162.63,23.026,0.013,409.13,,434.44
3927,0.04446,,145.85,22.958,0.025,402.04,,427.24
3928,0.0447,,129.02,22.902,0.035,397.95,,423.17
3929,0.04491,,112.15,22.86,0.042,397.18,,422.57
3930,0.04508,,95.24,22.833,0.045,399.83,,425.53
3931,0.04522,,78.31,22.821,0.044,405.69,,431.84
3932,0.04534,,61.35,22.824,0.04,414.34,,441.02
3933,0.04541,,44.38,22.843,0.032,425.09,,452.37
3934,0.04546,,27.41,22.876,0.021,437.06,,464.92
3935,0.04546,,10.44,22.922,0.008,449.23,,477.6
3936,0.04544,,353.48,22.98,-0.005,460.53,,489.29
3937,0.04538,,336.54,23.047,-0.018,469.94,,498.88
3938,0.04528,,319.61,23.121,-0.029,476.6,,505.51
3939,0.04514,,302.71,23.199,-0.038,479.93,,508.55
3940,0.04496,,285.83,23.28,-0.043,479.67,,507.8
3941,0.04475,,268.97,23.36,-0.045,475.96,,503.39
3942,0.0445,,252.13,23.437,-0.042,469.23,,495.83
3943,0.04421,,235.31,23.509,-0.036,460.25,,485.92
3944,0.04388,,218.5,23.573,-0.027,449.92,,474.65
3945,0.0435,,201.7,23.628,-0.016,439.26,,463.1
3946,0.04309,,184.9,23.672,-0.004,429.24,,452.3
3947,0.04264,,168.11,23.705,0.009,420.74,,443.17
3948,0.04215,,151.3,23.725,0.02,414.44,,436.43
3949,0.04161,,134.48,23.732,0.03,410.82,,432.58
3950,0.04104,,117.64,23.727,0.036,410.11,,431.86
3951,0.04042,,100.78,23.709,0.04,412.28,,434.24
3952,0.03977,,83.88,23.68,0.04,417.08,,439.44
3953,0.03907,,66.94,23.641,0.036,424.03,,446.98
3954,0.03833,,49.96,23.592,0.029,432.45,,456.11
3955,0.03756,,32.93,23.537,0.02,441.52,,465.98
3956,0.03675,,15.85,23.476,0.01,450.36,,475.66
3957,0.03589,,358.72,23.412,-0.001,458.1,,484.2
3958,0.03501,,341.53,23.346,-0.011,463.98,,490.8
3959,0.03408,,324.29,23.281,-0.02,467.43,,494.83
3960,0.03312,,306.99,23.218,-0.026,468.15,,495.96
3961,0.03213,,289.64,23.159,-0.03,466.14,,494.17
3962,0.0311,,272.24,23.107,-0.031,461.68,,489.76
3963,0.03004,,254.78,23.062,-0.029,455.32,,483.27
3964,0.02896,,237.28,23.025,-0.024,447.77,,475.46
3965,0.02784,,219.73,22.997,-0.018,439.81,,467.17
3966,0.0267,,202.14,22.979,-0.01,432.24,,459.23
3967,0.02553,,184.51,22.971,-0.002,425.75,,452.37
3968,0.02434,,166.83,22.972,0.006,420.85,,447.16
3969,0.02312,,149.12,22.983,0.012,417.9,,443.97
3970,0.02189,,131.35,23.002,0.016,417.01,,442.93
3971,0.02064,,113.54,23.029,0.019,418.11,,443.95
3972,0.01937,,95.67,23.062,0.019,420.92,,446.76
3973,0.01809,,77.74,23.101,0.018,425.02,,450.91
3974,0.0168,,59.71,23.144,0.015,429.9,,455.85
3975,0.01551,,41.57,23.19,0.01,434.99,,460.99
3976,0.01421,,23.29,23.238,0.006,439.75,,465.77
3977,0.0129,,4.81,23.287,0.001,443.72,,469.71
3978,0.0116,,346.07,23.336,-0.003,446.59,,472.47
3979,0.01031,,326.96,23.383,-0.006,448.2,,473.9
3980,0.00903,,307.33,23.429,-0.007,448.57,,474.04
3981,0.00778,,286.91,23.472,-0.007,447.89,,473.08
3982,0.00656,,265.3,23.511,-0.007,446.46,,471.33
3983,0.00541,,241.76,23.547,-0.005,444.65,,469.23
3984,0.00436,,215.05,23.58,-0.003,442.88,,467.18
3985,0.00352,,183.2,23.608,-0,441.49,,465.57
3986,0.00303,,144.79,23.631,0.002,440.76,,464.66
3987,0.00305,,103.24,23.65,0.003,440.85,,464.66
3988,0.00357,,65.87,23.664,0.003,441.78,,465.55
3989,0.00439,,35.05,23.674,0.003,443.42,,467.23
3990,0.00537,,9.02,23.678,0.001,445.53,,469.43
3991,0.00641,,345.94,23.678,-0.002,447.79,,471.82
3992,0.00749,,324.66,23.672,-0.004,449.82,,473.99
3993,0.00857,,304.51,23.66,-0.007,451.24,,475.55
3994,0.00964,,285.1,23.644,-0.009,451.74,,476.16
3995,0.01071,,266.21,23.621,-0.011,451.08,,475.6
3996,0.01175,,247.68,23.593,-0.011,449.2,,473.78
3997,0.01277,,229.42,23.559,-0.01,446.16,,470.76
3998,0.01376,,211.36,23.519,-0.007,442.2,,466.8
3999,0.01473,,193.45,23.474,-0.003,437.66,,462.25
4000,0.01566,,175.66,23.424,0.001,432.97,,457.58
4001,0.01656,,157.95,23.369,0.006,428.62,,453.28
4002,0.01743,,140.31,23.31,0.011,425.06,,449.83
4003,0.01827,,122.72,23.248,0.015,422.68,,447.63
4004,0.01906,,105.16,23.184,0.018,421.75,,447
4005,0.01982,,87.63,23.119,0.02,422.42,,448.05
4006,0.02055,,70.12,23.054,0.019,424.65,,450.76
4007,0.02124,,52.63,22.992,0.017,428.27,,454.93
4008,0.02188,,35.14,22.933,0.013,432.93,,460.2
4009,0.02249,,17.65,22.88,0.007,438.16,,466.06
4010,0.02306,,0.17,22.835,0,443.41,,471.91
4011,0.0236,,342.7,22.798,-0.007,448.11,,477.12
4012,0.02409,,325.23,22.772,-0.014,451.71,,481.1
4013,0.02454,,307.78,22.757,-0.019,453.77,,483.37
4014,0.02496,,290.33,22.756,-0.023,454.03,,483.66
4015,0.02534,,272.91,22.768,-0.025,452.4,,481.85
4016,0.02568,,255.51,22.795,-0.025,449.03,,478.1
4017,0.02598,,238.15,22.836,-0.022,444.24,,472.78
4018,0.02624,,220.82,22.89,-0.017,438.55,,466.42
4019,0.02647,,203.54,22.958,-0.011,432.54,,459.67
4020,0.02666,,186.3,23.036,-0.003,426.85,,453.19
4021,0.02682,,169.12,23.125,0.005,422.08,,447.65
4022,0.02694,,152,23.221,0.013,418.72,,443.59
4023,0.02703,,134.93,23.322,0.019,417.17,,441.41
4024,0.02708,,117.93,23.426,0.024,417.63,,441.35
4025,0.0271,,100.98,23.53,0.027,420.14,,443.46
4026,0.02709,,84.1,23.63,0.027,424.57,,447.59
4027,0.02704,,67.27,23.725,0.025,430.6,,453.45
4028,0.02697,,50.49,23.812,0.021,437.8,,460.55
4029,0.02686,,33.76,23.889,0.015,445.6,,468.34
4030,0.02672,,17.07,23.952,0.008,453.37,,476.14
4031,0.02656,,0.41,24.001,0,460.47,,483.31
4032,0.02636,,343.77,24.034,-0.007,466.31,,489.25
4033,0.02614,,327.14,24.05,-0.014,470.39,,493.44
4034,0.02589,,310.52,24.048,-0.02,472.38,,495.53
4035,0.02562,,293.89,24.029,-0.023,472.11,,495.37
4036,0.02531,,277.24,23.993,-0.025,469.64,,492.99
4037,0.02498,,260.57,23.94,-0.025,465.21,,488.64
4038,0.02462,,243.87,23.872,-0.022,459.21,,482.72
4039,0.02424,,227.12,23.791,-0.018,452.17,,475.79
4040,0.02384,,210.32,23.699,-0.012,444.69,,468.43
4041,0.02341,,193.45,23.598,-0.005,437.36,,461.25
4042,0.02295,,176.53,23.492,0.001,430.73,,454.85
4043,0.02247,,159.53,23.382,0.008,425.28,,449.67
4044,0.02197,,142.45,23.272,0.013,421.33,,446.08
4045,0.02144,,125.29,23.165,0.018,419.1,,444.28
4046,0.02089,,108.05,23.065,0.02,418.63,,444.31
4047,0.02031,,90.73,22.973,0.02,419.79,,446.04
4048,0.01972,,73.33,22.892,0.019,422.36,,449.19
4049,0.0191,,55.84,22.825,0.016,425.97,,453.38
4050,0.01845,,38.28,22.773,0.011,430.16,,458.14
4051,0.01779,,20.63,22.736,0.006,434.48,,462.93
4052,0.0171,,2.9,22.716,0.001,438.45,,467.27
4053,0.01639,,345.09,22.713,-0.004,441.68,,470.74
4054,0.01566,,327.19,22.725,-0.008,443.88,,473.01
4055,0.01491,,309.19,22.752,-0.012,444.91,,473.96
4056,0.01415,,291.08,22.792,-0.013,444.76,,473.58
4057,0.01336,,272.84,22.844,-0.013,443.59,,472.04
4058,0.01256,,254.43,22.905,-0.012,441.65,,469.64
4059,0.01175,,235.83,22.973,-0.01,439.3,,466.76
4060,0.01093,,216.97,23.045,-0.007,436.9,,463.81
4061,0.0101,,197.78,23.12,-0.003,434.82,,461.2
4062,0.00926,,178.16,23.194,0,433.36,,459.24
4063,0.00844,,157.97,23.266,0.003,432.73,,458.17
4064,0.00763,,137.01,23.335,0.005,433.02,,458.12
4065,0.00686,,115.04,23.398,0.006,434.22,,459.04
4066,0.00614,,91.71,23.454,0.006,436.18,,460.8
4067,0.0055,,66.65,23.503,0.005,438.66,,463.16
4068,0.005,,39.55,23.544,0.003,441.34,,465.77
4069,0.00469,,10.47,23.576,0.001,443.88,,468.26
4070,0.00462,,340.15,23.6,-0.002,445.94,,470.29
4071,0.0048,,309.97,23.617,-0.004,447.22,,471.56
4072,0.00522,,281.21,23.626,-0.005,447.54,,471.84
4073,0.00584,,254.48,23.628,-0.006,446.82,,471.06
4074,0.0066,,229.72,23.626,-0.005,445.13,,469.3
4075,0.00747,,206.63,23.618,-0.003,442.68,,466.76
4076,0.00841,,184.81,23.607,-0.001,439.78,,463.76
4077,0.0094,,163.95,23.594,0.003,436.81,,460.7
4078,0.01044,,143.82,23.578,0.006,434.19,,458.02
4079,0.0115,,124.24,23.562,0.01,432.32,,456.14
4080,0.01258,,105.08,23.545,0.012,431.53,,455.4
4081,0.01367,,86.25,23.528,0.014,432.03,,456.02
4082,0.01477,,67.67,23.511,0.014,433.89,,458.07
4083,0.01587,,49.3,23.495,0.012,437.03,,461.48
4084,0.01698,,31.1,23.479,0.009,441.18,,465.96
4085,0.01808,,13.03,23.462,0.004,445.96,,471.09
4086,0.01918,,355.07,23.446,-0.002,450.85,,476.36
4087,0.02026,,337.21,23.428,-0.008,455.27,,481.12
4088,0.02134,,319.43,23.409,-0.014,458.64,,484.79
4089,0.0224,,301.71,23.389,-0.019,460.45,,486.82
4090,0.02345,,284.04,23.367,-0.023,460.33,,486.83
4091,0.02448,,266.43,23.343,-0.024,458.12,,484.63
4092,0.02548,,248.85,23.316,-0.024,453.86,,480.27
4093,0.02647,,231.3,23.288,-0.021,447.86,,474.08
4094,0.02743,,213.77,23.258,-0.015,440.61,,466.58
4095,0.02837,,196.26,23.226,-0.008,432.78,,458.45
4096,0.02927,,178.77,23.194,0.001,425.1,,450.49
4097,0.03015,,161.29,23.163,0.01,418.33,,443.48
4098,0.03099,,143.82,23.132,0.018,413.14,,438.13
4099,0.0318,,126.36,23.104,0.026,410.08,,435.03
4100,0.03258,,108.9,23.08,0.031,409.52,,434.56
4101,0.03331,,91.45,23.06,0.033,411.62,,436.89
4102,0.03402,,74,23.046,0.033,416.28,,441.9
4103,0.03468,,56.57,23.039,0.029,423.18,,449.27
4104,0.0353,,39.15,23.04,0.022,431.77,,458.4
4105,0.03588,,21.75,23.048,0.013,441.31,,468.48
4106,0.03641,,4.37,23.064,0.003,450.92,,478.58
4107,0.0369,,347.02,23.089,-0.008,459.68,,487.74
4108,0.03735,,329.7,23.121,-0.019,466.71,,495.01
4109,0.03775,,312.41,23.161,-0.028,471.3,,499.64
4110,0.03811,,295.17,23.206,-0.034,472.96,,501.13
4111,0.03842,,277.97,23.256,-0.038,471.53,,499.31
4112,0.03869,,260.81,23.309,-0.038,467.16,,494.37
4113,0.03891,,243.7,23.364,-0.035,460.32,,486.83
4114,0.03908,,226.65,23.418,-0.028,451.73,,477.44
4115,0.0392,,209.64,23.469,-0.019,442.23,,467.11
4116,0.03928,,192.68,23.516,-0.009,432.77,,456.86
4117,0.03932,,175.77,23.557,0.003,424.2,,447.59
4118,0.0393,,158.9,23.591,0.014,417.29,,440.13
4119,0.03924,,142.07,23.615,0.024,412.61,,435.08
4120,0.03914,,125.28,23.629,0.032,410.55,,432.82
4121,0.03899,,108.52,23.632,0.037,411.23,,433.52
4122,0.0388,,91.79,23.625,0.039,414.57,,437.09
4123,0.03856,,75.09,23.606,0.037,420.25,,443.18
4124,0.03829,,58.4,23.577,0.033,427.77,,451.26
4125,0.03797,,41.73,23.538,0.025,436.45,,460.62
4126,0.03762,,25.07,23.491,0.016,445.5,,470.44
4127,0.03722,,8.41,23.437,0.005,454.09,,479.82
4128,0.0368,,351.77,23.379,-0.005,461.44,,487.93
4129,0.03633,,335.13,23.317,-0.015,466.85,,494
4130,0.03583,,318.49,23.256,-0.024,469.85,,497.54
4131,0.0353,,301.87,23.196,-0.03,470.17,,498.24
4132,0.03474,,285.26,23.141,-0.034,467.85,,496.1
4133,0.03416,,268.67,23.092,-0.034,463.15,,491.41
4134,0.03354,,252.1,23.052,-0.032,456.58,,484.66
4135,0.0329,,235.57,23.023,-0.027,448.78,,476.55
4136,0.03224,,219.08,23.005,-0.02,440.48,,467.84
4137,0.03156,,202.65,23,-0.012,432.42,,459.3
4138,0.03086,,186.28,23.007,-0.003,425.23,,451.62
4139,0.03014,,169.98,23.028,0.005,419.47,,445.4
4140,0.02941,,153.78,23.06,0.013,415.51,,441.02
4141,0.02867,,137.67,23.104,0.019,413.56,,438.73
4142,0.02792,,121.67,23.157,0.024,413.66,,438.56
4143,0.02716,,105.8,23.217,0.026,415.71,,440.41
4144,0.0264,,90.05,23.283,0.026,419.44,,444.02
4145,0.02564,,74.45,23.351,0.025,424.49,,449
4146,0.02488,,58.99,23.42,0.021,430.44,,454.92
4147,0.02412,,43.68,23.486,0.017,436.8,,461.28
4148,0.02337,,28.53,23.548,0.011,443.13,,467.62
4149,0.02263,,13.55,23.603,0.005,448.98,,473.48
4150,0.02191,,358.73,23.649,-0,454,,478.52
4151,0.0212,,344.09,23.685,-0.006,457.92,,482.44
4152,0.02051,,329.63,23.71,-0.01,460.57,,485.1
4153,0.01985,,315.34,23.722,-0.014,461.9,,486.43
4154,0.01921,,301.24,23.721,-0.016,461.93,,486.46
4155,0.01861,,287.31,23.708,-0.018,460.77,,485.32
4156,0.01805,,273.57,23.682,-0.018,458.61,,483.19
4157,0.01753,,260.01,23.646,-0.017,455.64,,480.28
4158,0.01705,,246.61,23.599,-0.016,452.09,,476.78
4159,0.01663,,233.38,23.545,-0.013,448.17,,472.96
